entity1_canonical_text,entity1_type,pred_label,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
heat shock proteins,GeneOrGeneProduct,Negative_Correlation,gr,GeneOrGeneProduct,Negative effect,1,9.010118,9.01,20398951,1,1,False,False,"Alterations in mRNA expression of steroid receptors and heat shock proteins in the liver of rare minnow (Grobiocypris rarus) exposed to atrazine and p,p'-DDE."
pirimiphos-methyl,ChemicalEntity,Association,pyrethroid,ChemicalEntity,General association,3,9.009891,8.826,1685337 | 28835269,2,3,True,False,Experimental hut trials of bednets impregnated with synthetic pyrethroid or organophosphate insecticide for mosquito control in The Gambia.
"(2S,3R,4S,5S,6R)-2-[[(2R,3S,4R,5R,6R)-4,5-dihydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",ChemicalEntity,Negative_Correlation,2-hydroxypropanoate,ChemicalEntity,Negative effect,1,9.009767,9.01,20112104,1,1,False,False,"Herbicide formulation with glyphosate affects growth, acetylcholinesterase activity, and metabolic and hematological parameters in piava (Leporinus obtusidens)."
"(2S,3R,5R)-3-(hydroxymethyl)-2,5,9-trimethyl-2,3,5,6-tetrahydrofuro[3,2-g]chromen-7-one",ChemicalEntity,Negative_Correlation,cat,OrganismTaxon,Negative effect,1,9.009767,9.01,20123482,1,1,False,False,Permethrin spot-on intoxication of cats Literature review and survey of veterinary practitioners in Australia.
2-hydroxypropanoate,ChemicalEntity,Negative_Correlation,2-(phosphonomethylamino)acetic acid;propan-2-amine,ChemicalEntity,Negative effect,1,9.009767,9.01,20112104,1,1,False,False,"Herbicide formulation with glyphosate affects growth, acetylcholinesterase activity, and metabolic and hematological parameters in piava (Leporinus obtusidens)."
2-hydroxypropanoate,ChemicalEntity,Negative_Correlation,piava,OrganismTaxon,Negative effect,1,9.009767,9.01,20112104,1,1,False,False,"Herbicide formulation with glyphosate affects growth, acetylcholinesterase activity, and metabolic and hematological parameters in piava (Leporinus obtusidens)."
PSOs,ChemicalEntity,Negative_Correlation,deaths,DiseaseOrPhenotypicFeature,Negative effect,1,9.009767,9.01,20123482,1,1,False,True,Permethrin spot-on intoxication of cats Literature review and survey of veterinary practitioners in Australia.
carbofuran,ChemicalEntity,Negative_Correlation,isoprocarb,ChemicalEntity,Negative effect,1,9.009767,9.01,20138627,1,1,True,False,Ultrasound-assisted surfactant-enhanced emulsification microextraction for the determination of carbamate pesticides in water samples by high performance liquid chromatography.
carbofuran,ChemicalEntity,Negative_Correlation,pirimicarb,ChemicalEntity,Negative effect,1,9.009767,9.01,20138627,1,1,True,False,Ultrasound-assisted surfactant-enhanced emulsification microextraction for the determination of carbamate pesticides in water samples by high performance liquid chromatography.
chloroform,ChemicalEntity,Negative_Correlation,isoprocarb,ChemicalEntity,Negative effect,1,9.009767,9.01,20138627,1,1,True,False,Ultrasound-assisted surfactant-enhanced emulsification microextraction for the determination of carbamate pesticides in water samples by high performance liquid chromatography.
glyphosate,ChemicalEntity,Negative_Correlation,acetylcholinesterase,GeneOrGeneProduct,Negative effect,1,9.009767,9.01,20112104,1,1,True,False,"Herbicide formulation with glyphosate affects growth, acetylcholinesterase activity, and metabolic and hematological parameters in piava (Leporinus obtusidens)."
permethrin,ChemicalEntity,Negative_Correlation,cats,OrganismTaxon,Negative effect,1,9.009767,9.01,20123482,1,1,True,False,Permethrin spot-on intoxication of cats Literature review and survey of veterinary practitioners in Australia.
plant,ChemicalEntity,Negative_Correlation,glycoalkaloids,ChemicalEntity,Negative effect,1,9.009767,9.01,20077180,1,0,False,True,Effect of various xenobiotics on hatching success of Spodoptera exigua eggs as compared to a natural plant extract.
chlorpyrifos,ChemicalEntity,Positive_Correlation,glutamatergic dysfunction,DiseaseOrPhenotypicFeature,Positive effect,1,9.00975,9.01,38896196,1,1,True,False,Exploring Astrocytes Involvement and Glutamate Induced Neuroinflammation in Chlorpyrifos-Induced Paradigm Of Autism Spectrum Disorders (ASD).
"5-[(3aS,4S,6aR)-2-amino-2,3,3a,4,6,6a-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid",ChemicalEntity,Negative_Correlation,miR-451,GeneOrGeneProduct,Negative effect,1,9.008983,9.009,35661494,1,1,False,False,Eucalyptol relieves imidacloprid-induced autophagy through the miR-451/Cab39/AMPK axis in Ctenopharyngodon idellus kidney cells†.
volatile organic compounds,ChemicalEntity,Positive_Correlation,S. litura,OrganismTaxon,Positive effect,1,9.008901,9.009,36127062,1,1,False,True,Herbivore-induced tomato plant volatiles lead to the reduction of insecticides susceptibility in Spodoptera litura.
Irgasan DP 300,ChemicalEntity,Negative_Correlation,P. fluorescens,OrganismTaxon,Negative effect,1,9.008569,9.009,30921888,1,1,False,True,Efficacy of Germicidal Hand Wash Agents Against Transient Bacteria Inoculated onto Hands.
GSLS,ChemicalEntity,Association,TIMP,GeneOrGeneProduct,General association,1,9.008206,9.008,36152060,1,1,False,True,Ros-mediated mitochondrial oxidative stress is involved in the ameliorating effect of ginsenoside GSLS on chlorpyrifos-induced hepatotoxicity in mice.
imidacloprid,ChemicalEntity,Association,hybridoma,DiseaseOrPhenotypicFeature,General association,1,9.008206,9.008,36140100,1,1,True,False,Trace Immunosensing of Multiple Neonicotinoid Insecticides by a Novel Broad-Specific Antibody Obtained from a Rational Screening Strategy.
imidacloprid,ChemicalEntity,Association,geopolymer,ChemicalEntity,General association,1,9.007886,9.008,39059637,1,1,True,True,Photocatalytic removals of imidacloprid insecticide in TiO<sub>2</sub>- and Fe<sub>2</sub>O<sub>3</sub>-immobilized porous geopolymer granules.
cypermethrin,ChemicalEntity,Association,metal,ChemicalEntity,General association,1,9.0078,9.008,19067015,1,1,True,True,Adsorption of lambda-cyhalothrin and cypermethrin on two typical Chinese soils as affected by copper.
azoxystrobin,ChemicalEntity,Positive_Correlation,aox,GeneOrGeneProduct,Positive effect,1,9.007309,9.007,23620351,1,1,True,False,Involvement of alternative oxidase in the regulation of sensitivity of Sclerotinia sclerotiorum to the fungicides azoxystrobin and procymidone.
pyrethroid,ChemicalEntity,Positive_Correlation,autism spectrum disorder,DiseaseOrPhenotypicFeature,Positive effect,1,9.006815,9.007,32460093,1,1,True,False,"Pesticides used in Europe and autism spectrum disorder risk: can novel exposure hypotheses be formulated beyond organophosphates, organochlorines, pyrethroids and carbamates? - A systematic review."
(2S)-2-amino-3-[[(2R)-3-hexadecanoyloxy-2-[(Z)-octadec-9-enoyl]oxypropoxy]-hydroxyphosphoryl]oxypropanoic acid,ChemicalEntity,Association,FO,DiseaseOrPhenotypicFeature,General association,2,9.006379,8.524,28659405,1,2,False,False,Fish Oil Contaminated with Persistent Organic Pollutants Induces Colonic Aberrant Crypt Foci Formation and Reduces Antioxidant Enzyme Gene Expression in Rats.
copper(2+),ChemicalEntity,Association,glyphosate,ChemicalEntity,General association,2,9.006319,8.558,35084508 | 36563622,2,2,True,False,A dual-signal sensing strategy based on ratiometric fluorescence and colorimetry for determination of Cu2+ and glyphosate.
"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",ChemicalEntity,Association,neonicotinoid,ChemicalEntity,General association,1,9.005612,9.006,34351280,1,1,True,False,Associations of neonicotinoids with insulin and glucose homeostasis parameters in US adults: NHANES 2015-2016.
alpha-cypermethrin,ChemicalEntity,Positive_Correlation,incoordination,DiseaseOrPhenotypicFeature,Positive effect,1,9.0046835,9.005,18206347,1,1,True,False,Neurobehavioral toxicology of pyrethroid insecticides in adult animals: a critical review.
aldicarb,ChemicalEntity,Negative_Correlation,toxicity,DiseaseOrPhenotypicFeature,Negative effect,1,9.004352,9.004,224645,1,1,True,False,Effect of toxogonin and P2S on the toxicity of carbamates and organophosphorus compounds.
"N-[(1R)-1-[(3S,8R,9R,10S,13R,14R,17R)-3-(dimethylamino)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethyl]-N-methylacetamide",ChemicalEntity,Association,HSPs,GeneOrGeneProduct,General association,1,9.004346,9.004,20398951,1,1,False,False,"Alterations in mRNA expression of steroid receptors and heat shock proteins in the liver of rare minnow (Grobiocypris rarus) exposed to atrazine and p,p'-DDE."
methanedithione,ChemicalEntity,Positive_Correlation,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,Positive effect,1,9.004069,9.004,24082506,1,1,False,False,Potentiation of the hepatic toxicity of carbon disulfide by chlordane.
"1,2,3,4,5,6-hexachlorocyclohexane",ChemicalEntity,Negative_Correlation,L-glutamate,GeneOrGeneProduct,Negative effect,1,9.003831,9.004,18651916,1,1,False,False,Role of a serine residue (S278) in the pore-facing region of the housefly L-glutamate-gated chloride channel in determining sensitivity to noncompetitive antagonists.
pyriproxyfen,ChemicalEntity,Negative_Correlation,dogs,OrganismTaxon,Negative effect,3,9.003701,7.914,25869961,1,1,True,False,"Expellency, anti-feeding and speed of kill of a dinotefuran-permethrin-pyriproxyfen spot-on (Vectra®3D) in dogs weekly challenged with adult fleas (Ctenocephalides felis) for 1 month-comparison to a spinosad tablet (Comfortis®)."
organophosphate,ChemicalEntity,Association,acetylcholinesterase,GeneOrGeneProduct,General association,2,9.003117,8.943,29895770 | 9615543,2,2,True,False,Resistance to organophosphorus and pyrethroid insecticides in Culex pipiens (Diptera: Culicidae) from Tunisia.
BBR,ChemicalEntity,Negative_Correlation,neurotoxicity,DiseaseOrPhenotypicFeature,Negative effect,1,9.003089,9.003,37350525,1,1,False,True,"Neuroprotective potential of berberine against acetamiprid induced toxicity in rats: Implication of oxidative stress, mitochondrial alterations, and structural changes in brain regions."
cypermethrin,ChemicalEntity,Positive_Correlation,neurotoxicity,DiseaseOrPhenotypicFeature,Positive effect,1,9.0019245,9.002,34301360,1,1,True,False,Proanthocyanidins regulate the Nrf2/ARE signaling pathway and protect neurons from cypermethrin-induced oxidative stress and apoptosis.
mancozeb,ChemicalEntity,Positive_Correlation,death,DiseaseOrPhenotypicFeature,Positive effect,1,9.001657,9.002,34282231,1,1,True,False,Assessment of the risk of death of Clarias gariepinus and Oreochromis niloticus pulse-exposed to selected agricultural pesticides.
phosphane,ChemicalEntity,Association,carbendazim,ChemicalEntity,General association,1,9.001483,9.001,27979227,1,1,True,False,Phosphorus-doped helical carbon nanofibers as enhanced sensing platform for electrochemical detection of carbendazim.
flutolanil,ChemicalEntity,Negative_Correlation,S. rolfsii,DiseaseOrPhenotypicFeature,Negative effect,1,9.000986,9.001,30678586,1,1,True,False,Enhanced Overwintering Survival of Stevia by QoI Fungicides Used for Management of Sclerotium rolfsii.
Commercial Fatty Acids,ChemicalEntity,Negative_Correlation,Sugarcane Aphid,OrganismTaxon,Negative effect,1,9.000668,9.001,35020893,1,1,False,True,"In Vitro Insecticidal Effect of Commercial Fatty Acids, β-Sitosterol, and Rutin against the Sugarcane Aphid, Melanaphis sacchari Zehntner (Hemiptera: Aphididae)."
fipronil,ChemicalEntity,Negative_Correlation,lipid,ChemicalEntity,Negative effect,1,9.000642,9.001,35085654,1,1,True,True,"Realistic exposure to fipronil, 2,4-D, vinasse and their mixtures impair larval amphibian physiology."
N-methylcarbamate,ChemicalEntity,Negative_Correlation,acetylcholinesterase,GeneOrGeneProduct,Negative effect,4,8.99934,8.999,19934164,1,4,False,False,"Time-course, dose-response, and age comparative sensitivity of N-methyl carbamates in rats."
2-(phosphonomethylamino)acetic acid,ChemicalEntity,Positive_Correlation,A. flavus,OrganismTaxon,Positive effect,1,8.999323,8.999,10489696,1,1,False,False,Fungal utilization of organophosphate pesticides and their degradation by Aspergillus flavus and A. sydowii in soil.
4-[4-aminobutyl(hydroxy)amino]-4-oxobutanoic acid,ChemicalEntity,Negative_Correlation,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,ChemicalEntity,Negative effect,1,8.999175,8.999,38108941,1,1,False,False,"Hesperidin counteracts chlorpyrifos-induced neurotoxicity by regulating oxidative stress, inflammation, and apoptosis in rats."
Zumba Plant,ChemicalEntity,Negative_Correlation,boscalid,ChemicalEntity,Negative effect,1,8.999004,8.999,30024824,1,1,True,True,Assessment of boscalid and pyraclostrobin disappearance and behavior following application of effective microorganisms on apples.
pyrethroid,ChemicalEntity,Association,GSTs,GeneOrGeneProduct,General association,4,8.998832,8.063,11415437,1,4,True,False,Glutathione S-transferases as antioxidant defence agents confer pyrethroid resistance in Nilaparvata lugens.
pyrethroid,ChemicalEntity,Association,lipid peroxides,ChemicalEntity,General association,1,8.998832,8.999,11415437,1,0,True,True,Glutathione S-transferases as antioxidant defence agents confer pyrethroid resistance in Nilaparvata lugens.
carbophos,ChemicalEntity,Positive_Correlation,nervous symptoms,DiseaseOrPhenotypicFeature,Positive effect,1,8.997763,8.998,35705587,1,1,True,False,Risk assessment of glyphosate and malathion pollution and their potential impact on Oreochromis niloticus: role of organic selenium supplementation.
permethrin,ChemicalEntity,Negative_Correlation,malaria,DiseaseOrPhenotypicFeature,Negative effect,9,8.997284,7.745,12749486 | 12749488 | 19874188 | 29417094 | 33705436 | 8744706 | 9061680,7,9,True,False,Permethrin-impregnated bednets are more effective than DDT house-spraying to control malaria in Solomon Islands.
fluazinam,ChemicalEntity,Association,methane,ChemicalEntity,General association,1,8.997091,8.997,10775335,1,1,True,False,"Pesticide residues in grapes, wine, and their processing products."
pendimethalin,ChemicalEntity,Positive_Correlation,acute myocardial infarction,DiseaseOrPhenotypicFeature,Positive effect,1,8.996919,8.997,32816635,1,1,True,False,Pesticide exposure and risk of cardiovascular disease: A systematic review.
mepanipyrim,ChemicalEntity,Association,polyvinylpolypyrrolidone,ChemicalEntity,General association,1,8.996838,8.997,10775335,1,1,True,True,"Pesticide residues in grapes, wine, and their processing products."
reactive oxygen species,ChemicalEntity,Negative_Correlation,sodium 4-phenylbutanoate,ChemicalEntity,Negative effect,1,8.996687,8.997,39251113,1,1,False,True,Chlorpyrifos-oxon induced neuronal cell death via endoplasmic reticulum stress-triggered apoptosis pathways.
"N-[5-(4-nitrophenyl)-1,3,4-thiadiazol-2-yl]acetamide",ChemicalEntity,Negative_Correlation,gonadotropic hormone,GeneOrGeneProduct,Negative effect,1,8.9961815,8.996,29506456,1,1,False,False,Antigonadal and endocrine-disrupting activities of lambda cyhalothrin in female rats and its attenuation by taurine.
chlorantraniliprole,ChemicalEntity,Negative_Correlation,Lissorhoptrus oryzophilus,OrganismTaxon,Negative effect,1,8.995801,8.996,20730992,1,1,True,False,Acute toxicity of chlorantraniliprole to non-target crayfish (Procambarus clarkii) associated with rice-crayfish cropping systems.
